iter	Logloss
315	0.0004475139994
316	0.0004475161379
317	0.0004475079884
318	0.0004389857843
319	0.0004389834146
320	0.0004389841081
321	0.0004389845416
322	0.0004389786751
323	0.0004389750916
324	0.000438970959
325	0.000438960931
326	0.000438961509
327	0.0004389602952
328	0.0004389596016
329	0.0004389628094
330	0.0004389628094
331	0.0004389628094
332	0.0004389494291
333	0.0004389484754
334	0.0004389435336
335	0.0004389565672
336	0.0004389462502
337	0.0004389323785
338	0.0004389401813
339	0.0004389344593
340	0.0004389228418
341	0.0004389247203
342	0.0004389268588
343	0.00043893024
344	0.0004389126115
345	0.0004389126115
346	0.0004389126115
347	0.0004389271189
348	0.0004291031788
349	0.0004291075714
350	0.0004291032366
351	0.0004291032366
352	0.0004291034388
353	0.0004291098834
354	0.0004291104036
355	0.0004291018494
356	0.0004290954049
357	0.0004290956072
358	0.0004290957228
359	0.0004196672105
360	0.0004196672105
361	0.0004196518361
362	0.0004196594944
363	0.0004196659679
364	0.0004196659679
365	0.0004196646674
366	0.0004128288479
367	0.000412799573
368	0.0004127965964
369	0.0004127965964
370	0.0004127965964
371	0.0004128128667
372	0.0004128103235
373	0.0004127905854
374	0.0004127912211
375	0.0004127912211
376	0.0004128059886
377	0.0004128059886
378	0.0004128100345
379	0.0004128052951
380	0.0004128029831
381	0.0004128057863
382	0.0004127979547
383	0.0004127889092
384	0.0004127936776
385	0.0004127861638
386	0.0004127833028
387	0.0004127833028
388	0.0004127833028
389	0.0004127933886
390	0.0004127841408
391	0.0004127878399
392	0.0004127848344
393	0.0004127705004
394	0.0004127885046
395	0.0004127691132
396	0.0004127691132
397	0.0004127686509
398	0.0004127748931
399	0.0004127690555
400	0.0004127715697
401	0.0004127539412
402	0.0004127655297
403	0.0004127721188
404	0.0004127645472
405	0.0004127545769
406	0.0004127562531
407	0.0004127531609
408	0.0004127620618
409	0.000412761455
410	0.0004127413122
411	0.0004127413122
412	0.0004127486237
413	0.0004127400406
414	0.0004127453581
415	0.0004127373819
416	0.0004127374397
417	0.0004127403585
418	0.0004127357636
419	0.0004127344342
420	0.0004127320645
421	0.0004127320645
422	0.0004127320645
423	0.000412740503
424	0.0004127381911
425	0.0004127258511
426	0.0004127241172
427	0.000412727903
428	0.0004127211406
429	0.0004127314576
430	0.0004127229901
431	0.0004127235103
432	0.000412698368
433	0.0004127217185
434	0.0004127113726
435	0.0004126954203
436	0.0004126926459
437	0.0004127114882
438	0.0004126896404
439	0.0004126972409
440	0.000412690334
441	0.0004127020093
442	0.0004126951313
443	0.0004126857679
444	0.000412675711
445	0.0004126849298
446	0.0004126855078
447	0.000412671983
448	0.000412670827
449	0.0004126891202
450	0.0004126819243
451	0.0004126732835
452	0.0004126602499
453	0.0004126679082
454	0.0004126679082
455	0.0004126713761
456	0.0004126763468
457	0.0004126656541
458	0.0004126707692
459	0.0004126545857
460	0.0004126545857
461	0.0004126545857
462	0.0004126678793
463	0.0004126712316
464	0.0004126717229
465	0.0004126583715
466	0.0004126463494
467	0.0004126588628
468	0.0004126588628
469	0.0004126520425
470	0.0004126623018
471	0.0004126374195
472	0.0004126592384
473	0.0004126486613
474	0.0004126375062
475	0.0004126454824
476	0.000412639009
477	0.0004126444998
478	0.0004126531696
479	0.0004126586316
480	0.00041264187
481	0.0004126386622
482	0.0004126450778
483	0.0004126369283
484	0.0004126282585
485	0.0004126450778
486	0.0004126392691
487	0.0004126368705
488	0.0004126362925
489	0.0004126314952
490	0.0004126320154
491	0.0004126316108
492	0.0004126328535
493	0.0004126202245
494	0.0004126289521
495	0.0004126054859
496	0.0004126271603
497	0.0004126250507
498	0.0004126186351
499	0.0004126062662
500	0.0004126046189
501	0.0004126160919
502	0.0004126057171
503	0.0004126074511
504	0.0004126030006
505	0.0004126045322
506	0.0004125958336
507	0.0004125992437
508	0.0004125992437
509	0.0004125961226
510	0.0004125941863
511	0.0004125894469
512	0.0004125916432
513	0.0004125761821
514	0.0004125814707
515	0.0004125843606
516	0.0004125878574
517	0.0004125908918
518	0.0004125747661
519	0.0004125803436
520	0.0004125816152
521	0.0004125697087
522	0.0004125807482
523	0.0004125697087
524	0.0004125732633
525	0.0004125669344
526	0.0004125600564
527	0.0004125689573
528	0.0004125679169
529	0.0004125677435
530	0.0004125613279
531	0.0004125601431
532	0.0004125627151
533	0.00041255786
534	0.0004125353186
535	0.0004125513288
536	0.0004125531205
537	0.0004125508375
538	0.0004125422544
539	0.0004125489591
540	0.0004125414164
541	0.0004125328333
542	0.0004125355787
543	0.0004125209268
544	0.0004125407517
545	0.0004125211869
546	0.0004125413297
547	0.0004125231232
548	0.0004125386131
549	0.0004125355498
550	0.0004125170254
551	0.0004125102341
552	0.0004125043965
553	0.0004124985877
554	0.0004125075754
555	0.0004124877794
556	0.0004124839936
557	0.0004124931258
558	0.0004124931258
559	0.0004124942239
560	0.0004124969116
561	0.0004124969116
562	0.000412496796
563	0.0004124767688
564	0.0004124777514
565	0.0004124853808
566	0.0004124853808
567	0.0004124814794
568	0.0004124725495
569	0.0004124606431
570	0.0004124700064
571	0.0004124714514
572	0.0004124657293
573	0.0004124521756
574	0.0004124654403
575	0.0004124677812
576	0.0004124601518
577	0.0004124628972
578	0.000412456366
579	0.0004124553834
580	0.0004124570307
581	0.0004124460201
582	0.0004124413673
583	0.0004124487655
584	0.000412441454
585	0.0004124528981
586	0.0004124428412
587	0.0004124380439
588	0.0004124388242
589	0.0004124244613
590	0.0004124268888
591	0.0004124323796
592	0.0004124225828
593	0.0004124161961
594	0.00041241478
595	0.0004124208778
596	0.000412413364
597	0.0004124082777
598	0.0004124123525
599	0.0004124126126
600	0.0004124117745
601	0.0004124098383
602	0.0004124036249
603	0.0004124050121
604	0.0004124118034
605	0.0004124075841
606	0.0004124035093
607	0.0004123944639
608	0.0004123762285
609	0.0004123890308
610	0.0004123922097
611	0.000412367472
612	0.000412375795
613	0.0004123730207
614	0.0004123874703
615	0.0004123821817
616	0.0004123822684
617	0.0004123690037
618	0.0004123722404
619	0.000412376373
620	0.0004123688014
621	0.000412369495
622	0.000412367183
623	0.0004123544096
624	0.0004123404512
625	0.0004123635706
626	0.000412352271
627	0.0004123382838
628	0.0004123425609
629	0.0004123418384
630	0.0004123501614
631	0.0004123277067
632	0.0004123306255
633	0.0004123338911
634	0.0004123360586
635	0.0004123263195
636	0.0004123272443
637	0.0004123288338
638	0.0004123034892
639	0.0004123184589
640	0.0004123127369
641	0.0004123223025
642	0.0004123138929
643	0.0004123160892
644	0.0004123099626
645	0.000412301524
646	0.0004123021598
647	0.000412296351
648	0.0004122853115
649	0.0004122912359
650	0.0004122862074
651	0.0004122962066
652	0.0004122754858
653	0.0004122759482
654	0.0004122748211
655	0.0004122988653
656	0.0004122757748
657	0.0004122722491
658	0.0004122757459
659	0.0004122644752
660	0.000412271411
661	0.0004122558055
662	0.0004122574527
663	0.0004122478293
664	0.0004122514128
665	0.0004122492742
666	0.0004122526843
667	0.000412249043
668	0.000412248754
669	0.0004122438412
670	0.000412235576
671	0.0004122387549
672	0.000412230981
673	0.0004122270507
674	0.0004122239007
675	0.0004122228604
676	0.0004122248833
677	0.0004122152599
678	0.0004122263283
679	0.0004121964465
680	0.0004122186989
681	0.0004122115319
682	0.0004122052896
683	0.0004122085263
684	0.0004122006658
685	0.0004122036713
686	0.0004121990763
687	0.0004122058676
688	0.0004121879501
689	0.0004121856093
690	0.0004121958107
691	0.0004121818813
692	0.0004121953772
693	0.0004121860717
694	0.0004121814478
695	0.0004121774019
696	0.0004121789914
697	0.0004121877767
698	0.0004121749166
699	0.0004121712464
700	0.0004121686165
701	0.000412168472
702	0.0004121689344
703	0.0004121767372
704	0.0004121542536
705	0.0004121536178
706	0.0004121697147
707	0.0004121662468
708	0.0004121660734
709	0.0004121460462
710	0.0004121437921
711	0.000412150699
712	0.000412153849
713	0.0004121492252
714	0.0004121478958
715	0.0004121488784
716	0.0004121439655
717	0.0004121313077
718	0.0004121439077
719	0.0004121531266
720	0.0004121439077
721	0.0004121387925
722	0.0004121431274
723	0.0004121351801
724	0.0004121299205
725	0.0004121339664
726	0.0004121430985
727	0.0004121330994
728	0.0004121254989
729	0.000412131221
730	0.0004121320301
731	0.0004121397751
732	0.0004121325792
733	0.0004121293136
734	0.0004121264526
735	0.0004121275219
736	0.0004121244296
737	0.000412124603
738	0.0004121362783
739	0.0004121278108
740	0.0004121341976
741	0.0004121143149
742	0.0004121229558
743	0.000412111714
744	0.0004121226668
745	0.0004121207594
746	0.0004121333306
747	0.0004121208172
748	0.0004121162801
749	0.0004121190833
750	0.0004121142571
751	0.0004121127544
752	0.0004121101823
753	0.0004121012236
754	0.0004121110204
755	0.0004121159044
756	0.000412100241
757	0.0004120975534
758	0.0004120974956
759	0.0004120968598
760	0.0004121024662
761	0.0004121097488
762	0.000412102813
763	0.0004120989116
764	0.0004120839129
765	0.000412088479
766	0.0004120952992
767	0.0004120873231
768	0.0004120903286
769	0.0004120832194
770	0.0004120927561
771	0.0004120847221
772	0.0004120871497
773	0.0004120871497
774	0.0004120894905
775	0.0004120765147
776	0.0004120738849
777	0.0004120796359
778	0.00041208819
779	0.000412073278
780	0.0004120912822
781	0.0004120760235
782	0.0004120839418
783	0.0004120730179
784	0.0004120751854
785	0.0004120781909
786	0.0004120777574
787	0.000412070706
788	0.0004120770927
789	0.0004120735959
790	0.0004120689143
791	0.0004120753588
792	0.000412058366
793	0.000412058944
794	0.0004120707349
795	0.0004120562275
796	0.0004120787111
797	0.0004120533376
798	0.0004120602734
799	0.0004120610826
800	0.0004120645794
801	0.0004120622674
802	0.0004120601
803	0.0004120667757
804	0.0004120625853
805	0.0004120613138
806	0.0004120562275
807	0.0004120450146
808	0.0004120576147
809	0.0004120651285
810	0.0004120559963
811	0.0004120539156
812	0.0004120545513
813	0.0004120424426
814	0.0004120327613
815	0.0004120385123
816	0.0004120350733
817	0.0004120453903
818	0.0004120493495
819	0.0004120423848
820	0.0004120408531
821	0.0004120296113
822	0.0004120436563
823	0.0004120206526
824	0.0004120353334
825	0.0004120433096
826	0.0004120289177
827	0.0004120287732
828	0.0004120331081
829	0.0004120328769
830	0.0004120214906
831	0.0004120236292
832	0.000412026259
833	0.0004120351311
834	0.0004120410843
835	0.000412018225
836	0.0004120332237
837	0.0004120229067
838	0.0004120181672
839	0.0004120186007
840	0.0004120255943
841	0.0004120267503
842	0.000412015075
843	0.0004120196989
844	0.0004120145259
845	0.0004120171558
846	0.0004119990938
847	0.0004120011456
848	0.0004120069254
849	0.0004120254787
850	0.0004120062319
851	0.0004120208838
852	0.0004120121851
853	0.0004119949901
854	0.0004120060007
855	0.0004120049025
856	0.0004120067521
857	0.0004120350155
858	0.0004120098154
859	0.0004120125319
860	0.0004120207971
861	0.0004120113181
862	0.0004120006543
863	0.0004120070699
864	0.0004119951924
865	0.0004119886611
866	0.0004119972153
867	0.0004119995272
868	0.00041198843
869	0.0004119891235
870	0.00041198843
871	0.000411992129
872	0.000411992707
873	0.0004119891235
874	0.0004119850198
875	0.0004119725643
876	0.0004119754253
877	0.000411980107
878	0.0004119743849
879	0.0004119920713
880	0.0004119785464
881	0.000411968634
882	0.0004119814941
883	0.0004119686918
884	0.0004119745005
885	0.0004119648771
886	0.0004119705702
887	0.000411971495
888	0.0004119701079
889	0.0004119678537
890	0.0004119521903
891	0.000411958606
892	0.0004119603399
893	0.0004119682583
894	0.0004119723042
895	0.0004119553404
896	0.0004119605133
897	0.0004119591839
898	0.0004119664377
899	0.0004119609179
900	0.0004119575367
901	0.0004119606289
902	0.0004119451389
903	0.000411953433
904	0.0004119536931
905	0.000411946266
906	0.0004119566986
907	0.0004119499651
908	0.000411942538
909	0.0004119351976
910	0.0004119589239
911	0.0004119475665
912	0.0004119432894
913	0.00041194196
914	0.0004119399371
915	0.0004119432894
916	0.0004119328857
917	0.0004119343884
918	0.0004119317008
919	0.0004119351976
920	0.0004119417288
921	0.0004119420178
922	0.0004119363536
923	0.0004119324811
924	0.0004119285508
925	0.0004119386366
926	0.0004119432894
927	0.0004119390701
928	0.0004119210948
929	0.0004119391857
930	0.0004119297068
931	0.0004119271636
932	0.0004119310361
933	0.0004119254008
934	0.0004119398215
935	0.0004119293022
936	0.0004119266434
937	0.0004119327701
938	0.0004119286086
939	0.0004119257765
940	0.0004119191296
941	0.0004119229443
942	0.000411919014
943	0.0004119256609
944	0.0004119266434
945	0.0004119298512
946	0.0004119318164
947	0.0004119172801
948	0.0004119206324
949	0.0004119126273
950	0.0004119150838
951	0.0004119093328
952	0.0004119109801
953	0.0004119140723
954	0.0004119054314
955	0.0004118999984
956	0.0004118968195
957	0.0004119015589
958	0.0004119042754
959	0.00041190757
960	0.0004118988424
961	0.0004118975997
962	0.0004118942185
963	0.0004118905194
964	0.0004119033507
965	0.0004119047667
966	0.0004118842483
967	0.0004118894502
968	0.0004118815318
969	0.0004118886121
970	0.000411894074
971	0.0004118921378
972	0.0004118962415
973	0.0004118768212
974	0.0004118854621
975	0.0004118833235
976	0.0004118830923
977	0.0004118808093
978	0.0004118898258
979	0.0004118780928
980	0.0004118901148
981	0.0004118859533
982	0.0004118709836
983	0.0004118628918
984	0.0004118733822
985	0.0004118785551
986	0.0004118861556
987	0.0004118704634
988	0.0004118830345
989	0.0004118895079
990	0.0004118600308
991	0.0004118911552
992	0.0004118699143
993	0.0004118723129
994	0.0004118805492
995	0.0004118841905
996	0.0004118683537
997	0.0004118670244
998	0.0004118593661
999	0.0004118534706
